Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"commonActions.SearchActions.verifyVideoSuggest(findTestObject(""SearchPageUI/VIDEO_ITEMS""))",Chrome 89.0.4389.114,,,2021-03-31 14:25:03,2021-03-31 14:25:04,1.567s,PASSED
"commonActions.SearchActions.searchAnyVideo(findTestObject(""SearchPageUI/TEXTBOX_SEARCH""), ""conan"")",Chrome 89.0.4389.114,,,2021-03-31 14:25:04,2021-03-31 14:25:11,7.123s,PASSED
"commonActions.BaseActions.clickFirstElement(findTestObject(""SearchPageUI/RESULT_ELEMENTS""), 0)",Chrome 89.0.4389.114,,,2021-03-31 14:25:11,2021-03-31 14:25:12,0.303s,PASSED
"commonActions.BaseActions.ClickElementsByJS(findTestObject(""SearchPageUI/LIST_TITLE_RESULT""), 3)",Chrome 89.0.4389.114,,,2021-03-31 14:25:12,2021-03-31 14:25:13,1.276s,PASSED
commonActions.VideoPlayer.verifyPlayer(25),Chrome 89.0.4389.114,,,2021-03-31 14:25:13,2021-03-31 14:25:47,33.746s,PASSED
closeBrowser(),Chrome 89.0.4389.114,,,2021-03-31 14:25:47,2021-03-31 14:25:47,0.652s,PASSED
Start listener action : sampleAfterTestCase,Chrome 89.0.4389.114,,,2021-03-31 14:25:47,2021-03-31 14:25:47,0.001s,PASSED
,,,,,,,
Test Cases/UnlockComic/VerifyUnlockComic,Chrome 89.0.4389.114,,,2021-03-31 14:25:47,2021-03-31 14:27:25,1m - 38.128s,ERROR
Start listener action : sampleBeforeTestCase,Chrome 89.0.4389.114,,,2021-03-31 14:25:47,2021-03-31 14:25:47,0.001s,PASSED
openBrowser(SourceURL),Chrome 89.0.4389.114,,,2021-03-31 14:25:48,2021-03-31 14:25:52,4.893s,PASSED
maximizeWindow(),Chrome 89.0.4389.114,,,2021-03-31 14:25:52,2021-03-31 14:25:53,0.119s,PASSED
"commonActions.SignInActions.SignInWithValidAccount(""huy.thanh@pops.vn"", ""12345678"")",Chrome 89.0.4389.114,,,2021-03-31 14:25:53,2021-03-31 14:26:02,9.924s,PASSED
"commonActions.SearchActions.searchAnyComic(findTestObject(""SearchPageUI/TEXTBOX_SEARCH""), APICMS.getComicNameCanUnlock())",Chrome 89.0.4389.114,,,2021-03-31 14:26:02,2021-03-31 14:26:22,19.865s,PASSED
"commonActions.BaseActions.clickFirstElement(findTestObject(""SearchPageUI/COMIC_RESULT_ITEMS""))",Chrome 89.0.4389.114,,,2021-03-31 14:26:22,2021-03-31 14:26:23,0.361s,PASSED
"click(findTestObject(""ComicPageUI/COMICDETAILPAGEUI/BUTTON_SORT""))",Chrome 89.0.4389.114,,,2021-03-31 14:26:23,2021-03-31 14:26:24,1.166s,PASSED
"commonActions.Comics.checkUnlockChapterVisible(findTestObject(""ComicPageUI/COMICDETAILPAGEUI/BUTTON_STAR_ICON""))",Chrome 89.0.4389.114,,,2021-03-31 14:26:24,2021-03-31 14:27:13,48.956s,PASSED
"commonActions.BaseActions.clickFirstElement(findTestObject(""ComicPageUI/COMICDETAILPAGEUI/BUTTON_STAR_ICON""))",Chrome 89.0.4389.114,,,2021-03-31 14:27:13,2021-03-31 14:27:25,12.663s,ERROR
Start listener action : sampleAfterTestCase,Chrome 89.0.4389.114,,,2021-03-31 14:27:25,2021-03-31 14:27:25,0.000s,PASSED
,,,,,,,
Test Cases/Search/VerifySearchData,Chrome 89.0.4389.114,,,2021-03-31 14:27:25,2021-03-31 14:27:43,17.618s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 89.0.4389.114,,,2021-03-31 14:27:25,2021-03-31 14:27:25,0.000s,PASSED
openBrowser(SourceURL),Chrome 89.0.4389.114,,,2021-03-31 14:27:26,2021-03-31 14:27:38,12.174s,PASSED
maximizeWindow(),Chrome 89.0.4389.114,,,2021-03-31 14:27:38,2021-03-31 14:27:38,0.114s,PASSED
"click(findTestObject(""SearchPageUI/TEXTBOX_SEARCH""))",Chrome 89.0.4389.114,,,2021-03-31 14:27:38,2021-03-31 14:27:39,0.707s,PASSED
"commonActions.SearchActions.verifyComicSuggest(findTestObject(""SearchPageUI/COMIC_ITEMS""))",Chrome 89.0.4389.114,,,2021-03-31 14:27:39,2021-03-31 14:27:41,2.120s,PASSED
"commonActions.SearchActions.verifyVideoSuggest(findTestObject(""SearchPageUI/VIDEO_ITEMS""))",Chrome 89.0.4389.114,,,2021-03-31 14:27:41,2021-03-31 14:27:42,1.403s,PASSED
closeBrowser(),Chrome 89.0.4389.114,,,2021-03-31 14:27:42,2021-03-31 14:27:43,0.954s,PASSED
Start listener action : sampleAfterTestCase,Chrome 89.0.4389.114,,,2021-03-31 14:27:43,2021-03-31 14:27:43,0.000s,PASSED
,,,,,,,
Test Cases/Search/VerifySearchSugguest,Chrome 89.0.4389.114,,,2021-03-31 14:27:43,2021-03-31 14:27:51,8.015s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 89.0.4389.114,,,2021-03-31 14:27:43,2021-03-31 14:27:43,0.001s,PASSED
openBrowser(SourceURL),Chrome 89.0.4389.114,,,2021-03-31 14:27:43,2021-03-31 14:27:46,2.689s,PASSED
maximizeWindow(),Chrome 89.0.4389.114,,,2021-03-31 14:27:46,2021-03-31 14:27:46,0.118s,PASSED
"click(findTestObject(""SearchPageUI/TEXTBOX_SEARCH""))",Chrome 89.0.4389.114,,,2021-03-31 14:27:46,2021-03-31 14:27:48,2.046s,PASSED
"commonActions.SearchActions.verifyComicSuggest(findTestObject(""SearchPageUI/COMIC_ITEMS""))",Chrome 89.0.4389.114,,,2021-03-31 14:27:48,2021-03-31 14:27:50,1.433s,PASSED
"commonActions.SearchActions.verifyVideoSuggest(findTestObject(""SearchPageUI/VIDEO_ITEMS""))",Chrome 89.0.4389.114,,,2021-03-31 14:27:50,2021-03-31 14:27:51,0.954s,PASSED
closeBrowser(),Chrome 89.0.4389.114,,,2021-03-31 14:27:51,2021-03-31 14:27:51,0.616s,PASSED
Start listener action : sampleAfterTestCase,Chrome 89.0.4389.114,,,2021-03-31 14:27:51,2021-03-31 14:27:51,0.002s,PASSED
,,,,,,,
Test Cases/Clickable/VerifyClickingOnGenre,Chrome 89.0.4389.114,,,2021-03-31 14:27:51,2021-03-31 14:28:02,10.481s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 89.0.4389.114,,,2021-03-31 14:27:51,2021-03-31 14:27:51,0.000s,PASSED
openBrowser(SourceURL),Chrome 89.0.4389.114,,,2021-03-31 14:27:51,2021-03-31 14:27:54,2.816s,PASSED
maximizeWindow(),Chrome 89.0.4389.114,,,2021-03-31 14:27:54,2021-03-31 14:27:54,0.119s,PASSED
"commonActions.ClickableActions.clickingOnGenre(findTestObject(""Object Repository/VideoDetailPageUI/TEXT_LINK_GENER""))",Chrome 89.0.4389.114,,,2021-03-31 14:27:54,2021-03-31 14:28:00,5.894s,PASSED
closeBrowser(),Chrome 89.0.4389.114,,,2021-03-31 14:28:00,2021-03-31 14:28:02,1.510s,PASSED
Start listener action : sampleAfterTestCase,Chrome 89.0.4389.114,,,2021-03-31 14:28:02,2021-03-31 14:28:02,0.002s,PASSED
,,,,,,,
Test Cases/Clickable/VerifyRankingcheckOnComicPage,Chrome 89.0.4389.114,,,2021-03-31 14:28:02,2021-03-31 14:28:33,30.980s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 89.0.4389.114,,,2021-03-31 14:28:02,2021-03-31 14:28:02,0.000s,PASSED
openBrowser(SourceURL),Chrome 89.0.4389.114,,,2021-03-31 14:28:02,2021-03-31 14:28:04,2.744s,PASSED
maximizeWindow(),Chrome 89.0.4389.114,,,2021-03-31 14:28:04,2021-03-31 14:28:05,0.114s,PASSED
commonActions.PageActions.openComicPage(),Chrome 89.0.4389.114,,,2021-03-31 14:28:05,2021-03-31 14:28:08,3.853s,PASSED
commonActions.BaseActions.ScrollToFooter(),Chrome 89.0.4389.114,,,2021-03-31 14:28:08,2021-03-31 14:28:32,23.848s,PASSED
"commonActions.Comics.CheckComicRankingDisplay20Items(findTestObject(""ComicPageUI/COMIC_RANKING_SECTION""))",Chrome 89.0.4389.114,,,2021-03-31 14:28:32,2021-03-31 14:28:33,0.292s,PASSED
Start listener action : sampleAfterTestCase,Chrome 89.0.4389.114,,,2021-03-31 14:28:33,2021-03-31 14:28:33,0.000s,PASSED
,,,,,,,
Test Cases/AddToMyList/VerifyClickOnAddToMyList,Chrome 89.0.4389.114,,,2021-03-31 14:28:33,2021-03-31 14:29:12,39.293s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 89.0.4389.114,,,2021-03-31 14:28:33,2021-03-31 14:28:33,0.000s,PASSED
openBrowser(SourceURL),Chrome 89.0.4389.114,,,2021-03-31 14:28:33,2021-03-31 14:28:38,4.815s,PASSED
maximizeWindow(),Chrome 89.0.4389.114,,,2021-03-31 14:28:38,2021-03-31 14:28:38,0.120s,PASSED
commonActions.PageActions.openVideoPage(),Chrome 89.0.4389.114,,,2021-03-31 14:28:38,2021-03-31 14:28:46,8.594s,PASSED
commonActions.ClickableActions.addToMyList(),Chrome 89.0.4389.114,,,2021-03-31 14:28:46,2021-03-31 14:29:11,24.977s,PASSED
closeBrowser(),Chrome 89.0.4389.114,,,2021-03-31 14:29:11,2021-03-31 14:29:12,0.657s,PASSED
Start listener action : sampleAfterTestCase,Chrome 89.0.4389.114,,,2021-03-31 14:29:12,2021-03-31 14:29:12,0.001s,PASSED
,,,,,,,
Test Cases/AddToMyList/VerifyMyListShowValidData,Chrome 89.0.4389.114,,,2021-03-31 14:29:12,2021-03-31 14:29:50,38.427s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 89.0.4389.114,,,2021-03-31 14:29:12,2021-03-31 14:29:12,0.000s,PASSED
openBrowser(SourceURL),Chrome 89.0.4389.114,,,2021-03-31 14:29:12,2021-03-31 14:29:15,3.169s,PASSED
maximizeWindow(),Chrome 89.0.4389.114,,,2021-03-31 14:29:15,2021-03-31 14:29:15,0.120s,PASSED
commonActions.PageActions.openVideoPage(),Chrome 89.0.4389.114,,,2021-03-31 14:29:15,2021-03-31 14:29:23,7.629s,PASSED
commonActions.ClickableActions.addToMyList(),Chrome 89.0.4389.114,,,2021-03-31 14:29:23,2021-03-31 14:29:50,26.712s,PASSED
closeBrowser(),Chrome 89.0.4389.114,,,2021-03-31 14:29:50,2021-03-31 14:29:50,0.664s,PASSED
Start listener action : sampleAfterTestCase,Chrome 89.0.4389.114,,,2021-03-31 14:29:50,2021-03-31 14:29:50,0.000s,PASSED
,,,,,,,
Test Cases/Component/VerifyAlbumDisplayed,Chrome 89.0.4389.114,,,2021-03-31 14:29:50,2021-03-31 14:30:14,24.078s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 89.0.4389.114,,,2021-03-31 14:29:50,2021-03-31 14:29:50,0.000s,PASSED
openBrowser(SourceURL),Chrome 89.0.4389.114,,,2021-03-31 14:29:50,2021-03-31 14:29:55,4.676s,PASSED
maximizeWindow(),Chrome 89.0.4389.114,,,2021-03-31 14:29:55,2021-03-31 14:29:55,0.115s,PASSED
commonActions.APIs.anonymousLogin(),Chrome 89.0.4389.114,,,2021-03-31 14:29:55,2021-03-31 14:29:56,0.264s,PASSED
commonActions.BaseActions.ScrollToFooter(),Chrome 89.0.4389.114,,,2021-03-31 14:29:56,2021-03-31 14:30:10,14.676s,PASSED
"commonActions.PageActions.checkAlbumItemsCanClickable(findTestObject(""Object Repository/POPS App UI/HomePageUI/ALBUM_PART""))",Chrome 89.0.4389.114,,,2021-03-31 14:30:10,2021-03-31 14:30:11,0.605s,PASSED
"commonActions.PageActions.checkBrokenImages(findTestObject(""Object Repository/CommonUI/IMG_THUMNAIL""), ""src"")",Chrome 89.0.4389.114,,,2021-03-31 14:30:11,2021-03-31 14:30:14,3.604s,PASSED
Start listener action : sampleAfterTestCase,Chrome 89.0.4389.114,,,2021-03-31 14:30:14,2021-03-31 14:30:14,0.000s,PASSED
,,,,,,,
Test Cases/Component/VerifyRecommandationDisplayed,Chrome 89.0.4389.114,,,2021-03-31 14:30:14,2021-03-31 14:30:36,21.941s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 89.0.4389.114,,,2021-03-31 14:30:14,2021-03-31 14:30:14,0.000s,PASSED
openBrowser(SourceURL),Chrome 89.0.4389.114,,,2021-03-31 14:30:15,2021-03-31 14:30:18,3.268s,PASSED
maximizeWindow(),Chrome 89.0.4389.114,,,2021-03-31 14:30:18,2021-03-31 14:30:18,0.117s,PASSED
commonActions.APIs.anonymousLogin(),Chrome 89.0.4389.114,,,2021-03-31 14:30:18,2021-03-31 14:30:18,0.205s,PASSED
commonActions.BaseActions.ScrollToFooter(),Chrome 89.0.4389.114,,,2021-03-31 14:30:18,2021-03-31 14:30:33,14.987s,PASSED
"commonActions.PageActions.checkRecommandation(findTestObject(""POPS App UI/HomePageUI/RECOMMANDATION_PART""))",Chrome 89.0.4389.114,,,2021-03-31 14:30:33,2021-03-31 14:30:34,1.262s,PASSED
"commonActions.PageActions.checkReCommandationCanClickable(findTestObject(""POPS App UI/HomePageUI/RECOMMANDATION_PART""))",Chrome 89.0.4389.114,,,2021-03-31 14:30:34,2021-03-31 14:30:35,0.610s,PASSED
"commonActions.PageActions.checkBrokenImages(findTestObject(""Object Repository/CommonUI/IMG_THUMNAIL""), ""src"")",Chrome 89.0.4389.114,,,2021-03-31 14:30:35,2021-03-31 14:30:36,1.369s,PASSED
Start listener action : sampleAfterTestCase,Chrome 89.0.4389.114,,,2021-03-31 14:30:36,2021-03-31 14:30:36,0.001s,PASSED
