Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
POPSApp_DailySmoke,Chrome 89.0.4389.90,,,2021-03-30 10:18:48,2021-03-30 10:23:52,5m - 4.026s,ERROR
,,,,,,,
Test Cases/VideoPlayer/VerifyNextVideoByClickingButton,Chrome 89.0.4389.90,,,2021-03-30 10:18:49,2021-03-30 10:19:55,1m - 5.240s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 89.0.4389.90,,,2021-03-30 10:18:49,2021-03-30 10:18:49,0.007s,PASSED
openBrowser(SourceURL),Chrome 89.0.4389.90,,,2021-03-30 10:18:49,2021-03-30 10:18:53,3.226s,PASSED
maximizeWindow(),Chrome 89.0.4389.90,,,2021-03-30 10:18:53,2021-03-30 10:18:53,0.202s,PASSED
"click(findTestObject(""SearchPageUI/TEXTBOX_SEARCH""))",Chrome 89.0.4389.90,,,2021-03-30 10:18:53,2021-03-30 10:18:55,1.891s,PASSED
"commonActions.SearchActions.verifyComicSuggest(findTestObject(""SearchPageUI/COMIC_ITEMS""))",Chrome 89.0.4389.90,,,2021-03-30 10:18:55,2021-03-30 10:18:56,1.555s,PASSED
"commonActions.SearchActions.verifyVideoSuggest(findTestObject(""SearchPageUI/VIDEO_ITEMS""))",Chrome 89.0.4389.90,,,2021-03-30 10:18:56,2021-03-30 10:18:58,1.563s,PASSED
"commonActions.SearchActions.searchAnyVideo(findTestObject(""SearchPageUI/TEXTBOX_SEARCH""), ""conan"")",Chrome 89.0.4389.90,,,2021-03-30 10:18:58,2021-03-30 10:19:02,3.825s,PASSED
"waitForElementPresent(findTestObject(""SearchPageUI/RESULT_ELEMENTS""), 1)",Chrome 89.0.4389.90,,,2021-03-30 10:19:02,2021-03-30 10:19:02,0.254s,PASSED
"commonActions.BaseActions.clickFirstElement(findTestObject(""SearchPageUI/RESULT_ELEMENTS""), 0)",Chrome 89.0.4389.90,,,2021-03-30 10:19:02,2021-03-30 10:19:02,0.293s,PASSED
"commonActions.BaseActions.clickFirstElement(findTestObject(""SearchPageUI/LIST_TITLE_RESULT""), 0)",Chrome 89.0.4389.90,,,2021-03-30 10:19:02,2021-03-30 10:19:04,1.223s,PASSED
"commonActions.VideoPlayer.nextVideoByClicking(findTestObject(""VideoDetailPageUI/video_frame""))",Chrome 89.0.4389.90,,,2021-03-30 10:19:04,2021-03-30 10:19:54,50.356s,PASSED
closeBrowser(),Chrome 89.0.4389.90,,,2021-03-30 10:19:54,2021-03-30 10:19:55,0.666s,PASSED
Start listener action : sampleAfterTestCase,Chrome 89.0.4389.90,,,2021-03-30 10:19:55,2021-03-30 10:19:55,0.002s,PASSED
,,,,,,,
Test Cases/VideoPlayer/VerifyVideoCanPlay,Chrome 89.0.4389.90,,,2021-03-30 10:19:55,2021-03-30 10:20:08,13.886s,ERROR
Start listener action : sampleBeforeTestCase,Chrome 89.0.4389.90,,,2021-03-30 10:19:55,2021-03-30 10:19:55,0.001s,PASSED
openBrowser(SourceURL),Chrome 89.0.4389.90,,,2021-03-30 10:19:55,2021-03-30 10:19:59,4.063s,PASSED
maximizeWindow(),Chrome 89.0.4389.90,,,2021-03-30 10:19:59,2021-03-30 10:19:59,0.120s,PASSED
"click(findTestObject(""SearchPageUI/TEXTBOX_SEARCH""))",Chrome 89.0.4389.90,,,2021-03-30 10:19:59,2021-03-30 10:20:00,1.560s,PASSED
"commonActions.SearchActions.verifyComicSuggest(findTestObject(""SearchPageUI/COMIC_ITEMS""))",Chrome 89.0.4389.90,,,2021-03-30 10:20:00,2021-03-30 10:20:02,1.217s,PASSED
"commonActions.SearchActions.verifyVideoSuggest(findTestObject(""SearchPageUI/VIDEO_ITEMS""))",Chrome 89.0.4389.90,,,2021-03-30 10:20:02,2021-03-30 10:20:03,0.969s,PASSED
"commonActions.SearchActions.searchAnyVideo(findTestObject(""SearchPageUI/TEXTBOX_SEARCH""), ""conan"")",Chrome 89.0.4389.90,,,2021-03-30 10:20:03,2021-03-30 10:20:07,4.367s,PASSED
"commonActions.BaseActions.clickFirstElement(findTestObject(""SearchPageUI/RESULT_ELEMENTS""), 0)",Chrome 89.0.4389.90,,,2021-03-30 10:20:07,2021-03-30 10:20:07,0.329s,PASSED
"commonActions.BaseActions.clickFirstElement(findTestObject(""SearchPageUI/LIST_TITLE_RESULT""), 0)",Chrome 89.0.4389.90,,,2021-03-30 10:20:07,2021-03-30 10:20:08,1.077s,ERROR
Start listener action : sampleAfterTestCase,Chrome 89.0.4389.90,,,2021-03-30 10:20:08,2021-03-30 10:20:08,0.001s,PASSED
,,,,,,,
Test Cases/UnlockComic/VerifyUnlockComic,Chrome 89.0.4389.90,,,2021-03-30 10:20:08,2021-03-30 10:20:39,30.797s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 89.0.4389.90,,,2021-03-30 10:20:08,2021-03-30 10:20:08,0.001s,PASSED
openBrowser(SourceURL),Chrome 89.0.4389.90,,,2021-03-30 10:20:09,2021-03-30 10:20:12,3.329s,PASSED
maximizeWindow(),Chrome 89.0.4389.90,,,2021-03-30 10:20:12,2021-03-30 10:20:12,0.118s,PASSED
"commonActions.SignInActions.SignInWithValidAccount(""huy.thanh@pops.vn"", ""12345678"")",Chrome 89.0.4389.90,,,2021-03-30 10:20:12,2021-03-30 10:20:22,9.532s,PASSED
"commonActions.SearchActions.searchAnyComic(findTestObject(""SearchPageUI/TEXTBOX_SEARCH""), APICMS.getComicNameCanUnlock())",Chrome 89.0.4389.90,,,2021-03-30 10:20:22,2021-03-30 10:20:36,13.979s,PASSED
"commonActions.BaseActions.clickFirstElement(findTestObject(""SearchPageUI/COMIC_RESULT_ITEMS""), 0)",Chrome 89.0.4389.90,,,2021-03-30 10:20:36,2021-03-30 10:20:36,0.306s,PASSED
"click(findTestObject(""ComicPageUI/COMICDETAILPAGEUI/BUTTON_SORT""))",Chrome 89.0.4389.90,,,2021-03-30 10:20:36,2021-03-30 10:20:37,1.351s,PASSED
