Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"commonActions.SignInActions.SignInWithValidAccount(""huy.thanh@pops.vn"", ""12345678"")",Chrome 89.0.4389.90,,,2021-03-31 11:14:01,2021-03-31 11:14:10,9.565s,PASSED
"commonActions.SearchActions.searchAnyComic(findTestObject(""SearchPageUI/TEXTBOX_SEARCH""), APICMS.getComicNameCanUnlock())",Chrome 89.0.4389.90,,,2021-03-31 11:14:10,2021-03-31 11:14:22,12.199s,PASSED
"commonActions.BaseActions.clickFirstElement(findTestObject(""SearchPageUI/COMIC_RESULT_ITEMS""))",Chrome 89.0.4389.90,,,2021-03-31 11:14:22,2021-03-31 11:14:23,0.286s,PASSED
"click(findTestObject(""ComicPageUI/COMICDETAILPAGEUI/BUTTON_SORT""))",Chrome 89.0.4389.90,,,2021-03-31 11:14:23,2021-03-31 11:14:30,7.577s,PASSED
"commonActions.Comics.checkUnlockChapterVisible(findTestObject(""ComicPageUI/COMICDETAILPAGEUI/BUTTON_STAR_ICON""))",Chrome 89.0.4389.90,,,2021-03-31 11:14:30,2021-03-31 11:14:40,9.995s,PASSED
"commonActions.BaseActions.clickFirstElement(findTestObject(""ComicPageUI/COMICDETAILPAGEUI/BUTTON_STAR_ICON""))",Chrome 89.0.4389.90,,,2021-03-31 11:14:40,2021-03-31 11:14:41,1.140s,PASSED
"click(findTestObject(""ComicPageUI/COMICDETAILPAGEUI/BUTTON_BUY_NOW""))",Chrome 89.0.4389.90,,,2021-03-31 11:14:41,2021-03-31 11:14:42,0.635s,PASSED
closeBrowser(),Chrome 89.0.4389.90,,,2021-03-31 11:14:42,2021-03-31 11:14:43,0.693s,PASSED
Start listener action : sampleAfterTestCase,Chrome 89.0.4389.90,,,2021-03-31 11:14:43,2021-03-31 11:14:43,0.000s,PASSED
,,,,,,,
Test Cases/Search/VerifySearchData,Chrome 89.0.4389.90,,,2021-03-31 11:14:43,2021-03-31 11:14:54,10.765s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 89.0.4389.90,,,2021-03-31 11:14:43,2021-03-31 11:14:43,0.001s,PASSED
openBrowser(SourceURL),Chrome 89.0.4389.90,,,2021-03-31 11:14:43,2021-03-31 11:14:47,4.405s,PASSED
maximizeWindow(),Chrome 89.0.4389.90,,,2021-03-31 11:14:47,2021-03-31 11:14:47,0.114s,PASSED
"click(findTestObject(""SearchPageUI/TEXTBOX_SEARCH""))",Chrome 89.0.4389.90,,,2021-03-31 11:14:47,2021-03-31 11:14:50,2.284s,PASSED
"commonActions.SearchActions.verifyComicSuggest(findTestObject(""SearchPageUI/COMIC_ITEMS""))",Chrome 89.0.4389.90,,,2021-03-31 11:14:50,2021-03-31 11:14:51,1.144s,PASSED
"commonActions.SearchActions.verifyVideoSuggest(findTestObject(""SearchPageUI/VIDEO_ITEMS""))",Chrome 89.0.4389.90,,,2021-03-31 11:14:51,2021-03-31 11:14:53,1.794s,PASSED
closeBrowser(),Chrome 89.0.4389.90,,,2021-03-31 11:14:53,2021-03-31 11:14:54,0.890s,PASSED
Start listener action : sampleAfterTestCase,Chrome 89.0.4389.90,,,2021-03-31 11:14:54,2021-03-31 11:14:54,0.001s,PASSED
,,,,,,,
Test Cases/Search/VerifySearchSugguest,Chrome 89.0.4389.90,,,2021-03-31 11:14:54,2021-03-31 11:15:03,8.963s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 89.0.4389.90,,,2021-03-31 11:14:54,2021-03-31 11:14:54,0.001s,PASSED
openBrowser(SourceURL),Chrome 89.0.4389.90,,,2021-03-31 11:14:54,2021-03-31 11:14:56,2.713s,PASSED
maximizeWindow(),Chrome 89.0.4389.90,,,2021-03-31 11:14:56,2021-03-31 11:14:57,0.115s,PASSED
"click(findTestObject(""SearchPageUI/TEXTBOX_SEARCH""))",Chrome 89.0.4389.90,,,2021-03-31 11:14:57,2021-03-31 11:14:58,1.925s,PASSED
"commonActions.SearchActions.verifyComicSuggest(findTestObject(""SearchPageUI/COMIC_ITEMS""))",Chrome 89.0.4389.90,,,2021-03-31 11:14:58,2021-03-31 11:15:00,1.842s,PASSED
"commonActions.SearchActions.verifyVideoSuggest(findTestObject(""SearchPageUI/VIDEO_ITEMS""))",Chrome 89.0.4389.90,,,2021-03-31 11:15:00,2021-03-31 11:15:02,1.574s,PASSED
closeBrowser(),Chrome 89.0.4389.90,,,2021-03-31 11:15:02,2021-03-31 11:15:03,0.651s,PASSED
Start listener action : sampleAfterTestCase,Chrome 89.0.4389.90,,,2021-03-31 11:15:03,2021-03-31 11:15:03,0.001s,PASSED
,,,,,,,
Test Cases/Clickable/VerifyClickingOnGenre,Chrome 89.0.4389.90,,,2021-03-31 11:15:03,2021-03-31 11:15:14,11.283s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 89.0.4389.90,,,2021-03-31 11:15:03,2021-03-31 11:15:03,0.001s,PASSED
openBrowser(SourceURL),Chrome 89.0.4389.90,,,2021-03-31 11:15:03,2021-03-31 11:15:05,2.644s,PASSED
maximizeWindow(),Chrome 89.0.4389.90,,,2021-03-31 11:15:05,2021-03-31 11:15:05,0.114s,PASSED
"commonActions.ClickableActions.clickingOnGenre(findTestObject(""Object Repository/VideoDetailPageUI/TEXT_LINK_GENER""))",Chrome 89.0.4389.90,,,2021-03-31 11:15:05,2021-03-31 11:15:13,7.729s,PASSED
closeBrowser(),Chrome 89.0.4389.90,,,2021-03-31 11:15:13,2021-03-31 11:15:14,0.650s,PASSED
Start listener action : sampleAfterTestCase,Chrome 89.0.4389.90,,,2021-03-31 11:15:14,2021-03-31 11:15:14,0.000s,PASSED
,,,,,,,
Test Cases/Clickable/VerifyRankingcheckOnComicPage,Chrome 89.0.4389.90,,,2021-03-31 11:15:14,2021-03-31 11:15:48,33.934s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 89.0.4389.90,,,2021-03-31 11:15:14,2021-03-31 11:15:14,0.000s,PASSED
openBrowser(SourceURL),Chrome 89.0.4389.90,,,2021-03-31 11:15:14,2021-03-31 11:15:17,2.589s,PASSED
maximizeWindow(),Chrome 89.0.4389.90,,,2021-03-31 11:15:17,2021-03-31 11:15:17,0.112s,PASSED
commonActions.PageActions.openComicPage(),Chrome 89.0.4389.90,,,2021-03-31 11:15:17,2021-03-31 11:15:19,2.021s,PASSED
commonActions.BaseActions.ScrollToFooter(),Chrome 89.0.4389.90,,,2021-03-31 11:15:19,2021-03-31 11:15:47,28.830s,PASSED
"commonActions.Comics.CheckComicRankingDisplay20Items(findTestObject(""ComicPageUI/COMIC_RANKING_SECTION""))",Chrome 89.0.4389.90,,,2021-03-31 11:15:47,2021-03-31 11:15:48,0.247s,PASSED
Start listener action : sampleAfterTestCase,Chrome 89.0.4389.90,,,2021-03-31 11:15:48,2021-03-31 11:15:48,0.001s,PASSED
,,,,,,,
Test Cases/AddToMyList/VerifyClickOnAddToMyList,Chrome 89.0.4389.90,,,2021-03-31 11:15:48,2021-03-31 11:16:26,37.895s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 89.0.4389.90,,,2021-03-31 11:15:48,2021-03-31 11:15:48,0.000s,PASSED
openBrowser(SourceURL),Chrome 89.0.4389.90,,,2021-03-31 11:15:48,2021-03-31 11:15:51,3.339s,PASSED
maximizeWindow(),Chrome 89.0.4389.90,,,2021-03-31 11:15:51,2021-03-31 11:15:51,0.115s,PASSED
commonActions.PageActions.openVideoPage(),Chrome 89.0.4389.90,,,2021-03-31 11:15:51,2021-03-31 11:15:59,8.010s,PASSED
commonActions.ClickableActions.addToMyList(),Chrome 89.0.4389.90,,,2021-03-31 11:15:59,2021-03-31 11:16:25,25.622s,PASSED
closeBrowser(),Chrome 89.0.4389.90,,,2021-03-31 11:16:25,2021-03-31 11:16:26,0.674s,PASSED
Start listener action : sampleAfterTestCase,Chrome 89.0.4389.90,,,2021-03-31 11:16:26,2021-03-31 11:16:26,0.000s,PASSED
,,,,,,,
Test Cases/AddToMyList/VerifyMyListShowValidData,Chrome 89.0.4389.90,,,2021-03-31 11:16:26,2021-03-31 11:17:02,36.495s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 89.0.4389.90,,,2021-03-31 11:16:26,2021-03-31 11:16:26,0.001s,PASSED
openBrowser(SourceURL),Chrome 89.0.4389.90,,,2021-03-31 11:16:26,2021-03-31 11:16:29,3.666s,PASSED
maximizeWindow(),Chrome 89.0.4389.90,,,2021-03-31 11:16:29,2021-03-31 11:16:30,0.116s,PASSED
commonActions.PageActions.openVideoPage(),Chrome 89.0.4389.90,,,2021-03-31 11:16:30,2021-03-31 11:16:38,8.183s,PASSED
commonActions.ClickableActions.addToMyList(),Chrome 89.0.4389.90,,,2021-03-31 11:16:38,2021-03-31 11:17:01,23.717s,PASSED
closeBrowser(),Chrome 89.0.4389.90,,,2021-03-31 11:17:01,2021-03-31 11:17:02,0.678s,PASSED
Start listener action : sampleAfterTestCase,Chrome 89.0.4389.90,,,2021-03-31 11:17:02,2021-03-31 11:17:02,0.000s,PASSED
,,,,,,,
Test Cases/Component/VerifyAlbumDisplayed,Chrome 89.0.4389.90,,,2021-03-31 11:17:02,2021-03-31 11:17:22,19.835s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 89.0.4389.90,,,2021-03-31 11:17:02,2021-03-31 11:17:02,0.001s,PASSED
openBrowser(SourceURL),Chrome 89.0.4389.90,,,2021-03-31 11:17:02,2021-03-31 11:17:05,2.360s,PASSED
maximizeWindow(),Chrome 89.0.4389.90,,,2021-03-31 11:17:05,2021-03-31 11:17:05,0.114s,PASSED
commonActions.APIs.anonymousLogin(),Chrome 89.0.4389.90,,,2021-03-31 11:17:05,2021-03-31 11:17:05,0.237s,PASSED
commonActions.BaseActions.ScrollToFooter(),Chrome 89.0.4389.90,,,2021-03-31 11:17:05,2021-03-31 11:17:19,14.373s,PASSED
"commonActions.PageActions.checkAlbumItemsCanClickable(findTestObject(""Object Repository/POPS App UI/HomePageUI/ALBUM_PART""))",Chrome 89.0.4389.90,,,2021-03-31 11:17:19,2021-03-31 11:17:20,0.921s,PASSED
"commonActions.PageActions.checkBrokenImages(findTestObject(""Object Repository/CommonUI/IMG_THUMNAIL""), ""src"")",Chrome 89.0.4389.90,,,2021-03-31 11:17:20,2021-03-31 11:17:22,1.698s,PASSED
Start listener action : sampleAfterTestCase,Chrome 89.0.4389.90,,,2021-03-31 11:17:22,2021-03-31 11:17:22,0.001s,PASSED
,,,,,,,
Test Cases/Component/VerifyRecommandationDisplayed,Chrome 89.0.4389.90,,,2021-03-31 11:17:22,2021-03-31 11:17:47,24.742s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 89.0.4389.90,,,2021-03-31 11:17:22,2021-03-31 11:17:22,0.000s,PASSED
openBrowser(SourceURL),Chrome 89.0.4389.90,,,2021-03-31 11:17:22,2021-03-31 11:17:25,3.146s,PASSED
maximizeWindow(),Chrome 89.0.4389.90,,,2021-03-31 11:17:25,2021-03-31 11:17:25,0.115s,PASSED
commonActions.APIs.anonymousLogin(),Chrome 89.0.4389.90,,,2021-03-31 11:17:25,2021-03-31 11:17:26,0.228s,PASSED
commonActions.BaseActions.ScrollToFooter(),Chrome 89.0.4389.90,,,2021-03-31 11:17:26,2021-03-31 11:17:44,17.977s,PASSED
"commonActions.PageActions.checkRecommandation(findTestObject(""POPS App UI/HomePageUI/RECOMMANDATION_PART""))",Chrome 89.0.4389.90,,,2021-03-31 11:17:44,2021-03-31 11:17:44,0.836s,PASSED
"commonActions.PageActions.checkReCommandationCanClickable(findTestObject(""POPS App UI/HomePageUI/RECOMMANDATION_PART""))",Chrome 89.0.4389.90,,,2021-03-31 11:17:44,2021-03-31 11:17:45,0.612s,PASSED
"commonActions.PageActions.checkBrokenImages(findTestObject(""Object Repository/CommonUI/IMG_THUMNAIL""), ""src"")",Chrome 89.0.4389.90,,,2021-03-31 11:17:45,2021-03-31 11:17:47,1.684s,PASSED
Start listener action : sampleAfterTestCase,Chrome 89.0.4389.90,,,2021-03-31 11:17:47,2021-03-31 11:17:47,0.001s,PASSED
